Name,Measure Info,Geo Place Name,Unnamed: 8,,Data Value,Zip Code,Borough
Fine particles (PM 2.5),mcg/m3,Pelham - Throgs Neck,,,8.07,10465,Bronx
Fine particles (PM 2.5),mcg/m3,East New York,,,11.93,11207,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Harlem,,,6.519113142,10029,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem,,,6.902077131,10029,Manhattan
Fine particles (PM 2.5),mcg/m3,Upper West Side,,,12.6,,
Fine particles (PM 2.5),mcg/m3,High Bridge - Morrisania,,,10.27,10452,Bronx
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,16.16730564,,
Nitrogen dioxide (NO2),ppb,Upper West Side,,,27.31,,
Ozone (O3),ppb,Upper West Side,,,25.57,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,21.75,,
Ozone (O3),ppb,Flushing - Clearview,,,31.6,11358,Queens
Ozone (O3),ppb,Fordham - Bronx Pk,,,28.34,10458,Bronx
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,19.55281947,10003,Manhattan
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,24.2,10003,Manhattan
Nitrogen dioxide (NO2),ppb,Lower Manhattan,,,37.94,10004,Manhattan
Nitrogen dioxide (NO2),ppb,Lower Manhattan,,,34.41,10004,Manhattan
Nitrogen dioxide (NO2),ppb,Lower Manhattan,,,30.26,10004,Manhattan
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,27.39,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,14.72,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,11.68,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,9.97,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Greenwich Village and Soho (CD2),,,10.9,10014,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenwich Village and Soho (CD2),,,8.468254027,10014,Manhattan
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,9.04,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenwich Village and Soho (CD2),,,12.97,10014,Manhattan
Fine particles (PM 2.5),mcg/m3,Manhattan,,,8.31,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Manhattan,,,15.34,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Bensonhurst - Bay Ridge,,,5.58462253,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Rockaways,,,7,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,5.59,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,9.87,11691,Queens
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,7.488763093,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,12.76,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,12.19,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,9.88,10004,Manhattan
Ozone (O3),ppb,Southeast Queens,,,31.82,11434,Queens
Ozone (O3),ppb,Southeast Queens,,,29.98,11434,Queens
Boiler Emissions- Total SO2 Emissions,number,Greenwich Village - SoHo,,,17.8,10012,Manhattan
Boiler Emissions- Total PM2.5 Emissions,number,Greenwich Village - SoHo,,,2.6,10012,Manhattan
Boiler Emissions- Total NOx Emissions,number,Hunts Point - Mott Haven,,,35.5,10454,Bronx
Boiler Emissions- Total PM2.5 Emissions,number,Hunts Point - Mott Haven,,,0.3,10454,Bronx
Boiler Emissions- Total NOx Emissions,number,Brooklyn,,,22.8,11201,Brooklyn
Boiler Emissions- Total PM2.5 Emissions,number,Canarsie - Flatlands,,,0,11236,Brooklyn
Fine particles (PM 2.5),mcg/m3,Kingsbridge - Riverdale,,,6.366259841,10463,Bronx
Fine particles (PM 2.5),mcg/m3,Kingsbridge - Riverdale,,,7.95,10463,Bronx
Fine particles (PM 2.5),mcg/m3,Kingsbridge - Riverdale,,,8.41,10463,Bronx
Fine particles (PM 2.5),mcg/m3,West Queens,,,10.76,11101,Queens
Fine particles (PM 2.5),mcg/m3,West Queens,,,9.89,11101,Queens
Fine particles (PM 2.5),mcg/m3,West Queens,,,7.068291669,11101,Queens
Fine particles (PM 2.5),mcg/m3,Gramercy Park - Murray Hill,,,11,10010,Manhattan
Fine particles (PM 2.5),mcg/m3,Highbridge and Concourse (CD4),,,10.67,10451,Bronx
Ozone (O3),ppb,Central Harlem - Morningside Heights,,,28.41,,
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,20,11385,Queens
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,13.79,11385,Queens
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,12.54,11385,Queens
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,25.06,11385,Queens
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,17.1,10463,Bronx
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,13.02,10463,Bronx
Nitrogen dioxide (NO2),ppb,Brooklyn,,,16.68091536,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bedford Stuyvesant (CD3),,,8.82,,
Fine particles (PM 2.5),mcg/m3,Bedford Stuyvesant (CD3),,,11,,
Fine particles (PM 2.5),mcg/m3,Bedford Stuyvesant (CD3),,,12.91,,
Fine particles (PM 2.5),mcg/m3,East Flatbush (CD17),,,10.88,11203,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Flatbush (CD17),,,8.69,11203,Brooklyn
Fine particles (PM 2.5),mcg/m3,Flatlands and Canarsie (CD18),,,8.16,11236,Brooklyn
Fine particles (PM 2.5),mcg/m3,Lower East Side and Chinatown (CD3),,,8.4,10002,Manhattan
Fine particles (PM 2.5),mcg/m3,Brooklyn,,,12.88,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bronx,,,6.101699156,10451,Bronx
Fine particles (PM 2.5),mcg/m3,West Queens,,,9.13,11101,Queens
Fine particles (PM 2.5),mcg/m3,West Queens,,,9.87,11101,Queens
Fine particles (PM 2.5),mcg/m3,West Queens,,,7.136551972,11101,Queens
Ozone (O3),ppb,Stapleton - St. George,,,28.83,10304,Staten Island
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,8.37,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Rockaways,,,7.36,11691,Queens
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,5.821626343,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,West Queens,,,7.37,11101,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,10.74,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,10.59,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,6.87,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,5.92,11691,Queens
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,7.03,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,6.581753595,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,7.66,11224,Brooklyn
Asthma hospitalizations due to Ozone,"per 100,000 adults",Stapleton - St. George,,,5.7,10304,Staten Island
Nitrogen dioxide (NO2),ppb,West Queens,,,16.93576692,11101,Queens
Nitrogen dioxide (NO2),ppb,West Queens,,,31.11,11101,Queens
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,8.14,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,8.23,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,6.755322078,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,6.501346358,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,10.31,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Kew Gardens and Woodhaven (CD9),,,6.410971092,11415,Queens
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,7.066304658,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,7.072485394,10461,Bronx
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,20.76,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,West Queens,,,21.11,11101,Queens
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,9.98,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,7.051746883,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,7.03,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,8.238273731,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Southwest Queens,,,8.45,11414,Queens
Fine particles (PM 2.5),mcg/m3,Southwest Queens,,,8.39,11414,Queens
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,10.26,11226,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,9.29,11226,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,8.92,11226,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,8.26,11226,Brooklyn
Fine particles (PM 2.5),mcg/m3,Southwest Queens,,,8.02,11414,Queens
Fine particles (PM 2.5),mcg/m3,Southwest Queens,,,8.43,11414,Queens
Fine particles (PM 2.5),mcg/m3,Southwest Queens,,,6.186231641,11414,Queens
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,8.98,11226,Brooklyn
Nitrogen dioxide (NO2),ppb,Central Harlem - Morningside Heights,,,23.15,,
Nitrogen dioxide (NO2),ppb,Downtown - Heights - Slope,,,17.79,11201,Brooklyn
Asthma emergency department visits due to PM2.5,"per 100,000 adults",Downtown - Heights - Slope,,,23,11201,Brooklyn
Asthma emergency department visits due to PM2.5,"per 100,000 adults",Chelsea - Clinton,,,28.51662181,10011,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 adults",Northeast Bronx,,,37.6,10466,Bronx
Asthma emergency department visits due to PM2.5,"per 100,000 adults",Northeast Bronx,,,69.4,10466,Bronx
Asthma emergency department visits due to PM2.5,"per 100,000 adults",Chelsea - Clinton,,,25.3,10011,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 adults",Northeast Bronx,,,57.70227751,10466,Bronx
Fine particles (PM 2.5),mcg/m3,Fresh Meadows,,,8.02,11366,Queens
Fine particles (PM 2.5),mcg/m3,Northeast Bronx,,,7.17,10466,Bronx
Nitrogen dioxide (NO2),ppb,Downtown - Heights - Slope,,,21.87,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,East New York and Starrett City (CD5),,,16.12,11239,Brooklyn
Nitrogen dioxide (NO2),ppb,East New York and Starrett City (CD5),,,16.14,11239,Brooklyn
Nitrogen dioxide (NO2),ppb,Fordham and University Heights (CD5),,,20.54,10453,Bronx
Nitrogen dioxide (NO2),ppb,Midtown (CD5),,,31.1,10019,Manhattan
Nitrogen dioxide (NO2),ppb,Chelsea - Clinton,,,26.02,10011,Manhattan
Nitrogen dioxide (NO2),ppb,Downtown - Heights - Slope,,,29.89,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,15.36,11366,Queens
Nitrogen dioxide (NO2),ppb,Northeast Bronx,,,14.67,10466,Bronx
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,28.26,11366,Queens
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,8.88,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,7.77,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,8.410817946,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,8.697843674,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,8.01,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,7.114914707,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,7.52,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,8.17,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,7.9,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,8.07,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,7.85,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,7.54,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,6.625950393,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,8.61,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,8.12,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,6.66773164,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,6.821440653,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,8.51,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,8.71,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,8.57,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,Rockaways,,,9.23,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,7.99,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,8.29,11691,Queens
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,8.75,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,9.9,10461,Bronx
Nitrogen dioxide (NO2),ppb,Rockaways,,,21.03,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,22.68,11691,Queens
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,8.37,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,6.370488871,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,8.94,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,9.71,10035,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem (CD11),,,10.32,10035,Manhattan
Nitrogen dioxide (NO2),ppb,Midtown (CD5),,,31.49,10019,Manhattan
Nitrogen dioxide (NO2),ppb,Chelsea - Clinton,,,28.44,10011,Manhattan
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,9.14,11212,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,8.250709837,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,10.33,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,10.38,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,8.339782078,11212,Brooklyn
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,11.48,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,11.74,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,6.771351516,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,11.89,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,11.54,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,6.733893336,11212,Brooklyn
Boiler Emissions- Total NOx Emissions,number,Downtown - Heights - Slope,,,32.5,11201,Brooklyn
Boiler Emissions- Total PM2.5 Emissions,number,Downtown - Heights - Slope,,,0.2,11201,Brooklyn
Boiler Emissions- Total NOx Emissions,number,Central Harlem - Morningside Heights,,,77.8,,
Boiler Emissions- Total PM2.5 Emissions,number,Central Harlem - Morningside Heights,,,1.6,,
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,7.47,11226,Brooklyn
Ozone (O3),ppb,Southwest Queens,,,31.16,11414,Queens
Ozone (O3),ppb,Southwest Queens,,,31.93,11414,Queens
Ozone (O3),ppb,Southwest Queens,,,29.73,11414,Queens
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,6.510727859,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,12.34,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,10.74,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,Fresh Meadows,,,7.6,11366,Queens
Ozone (O3),ppb,Central Harlem - Morningside Heights,,,26.51,,
Ozone (O3),ppb,Chelsea - Clinton,,,27.83,10011,Manhattan
Fine particles (PM 2.5),mcg/m3,Northeast Bronx,,,9.65,10466,Bronx
Fine particles (PM 2.5),mcg/m3,Central Harlem - Morningside Heights,,,7,,
Fine particles (PM 2.5),mcg/m3,Central Harlem - Morningside Heights,,,8.44,,
Fine particles (PM 2.5),mcg/m3,Central Harlem - Morningside Heights,,,6.245586287,,
Fine particles (PM 2.5),mcg/m3,Kingsbridge Heights and Bedford (CD7),,,7.371820545,10468,Bronx
Fine particles (PM 2.5),mcg/m3,Flatbush and Midwood (CD14),,,6.95,11230,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,8.97075379,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,9.8035193,11434,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,10.70504303,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,18.39,11365,Queens
Nitrogen dioxide (NO2),ppb,Sunset Park,,,21.09,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,17.34,11434,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,12.9,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,24.83,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,22.78,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,19.42,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,13.89,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,25.43,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,15.6640493,11354,Queens
Nitrogen dioxide (NO2),ppb,Sunset Park,,,20.59,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,14.2537478,11434,Queens
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,25.66,11434,Queens
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,16.8,11434,Queens
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,16.44,11434,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,19.23,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,18.71,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,29.01,11354,Queens
Nitrogen dioxide (NO2),ppb,Flushing and Whitestone (CD7),,,18.45,11354,Queens
Nitrogen dioxide (NO2),ppb,Flatbush and Midwood (CD14),,,29.67,11230,Brooklyn
Nitrogen dioxide (NO2),ppb,Flatbush and Midwood (CD14),,,20.75,11230,Brooklyn
Nitrogen dioxide (NO2),ppb,Flatbush and Midwood (CD14),,,19.85,11230,Brooklyn
Ozone (O3),ppb,Rockaway and Broad Channel (CD14),,,33.69,11693,Queens
Nitrogen dioxide (NO2),ppb,Sunset Park,,,24.12,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,24.33,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,14.4,11220,Brooklyn
Ozone (O3),ppb,Sunset Park (CD7),,,24.49,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Rockaway and Broad Channel (CD14),,,7.36,11693,Queens
Fine particles (PM 2.5),mcg/m3,Gramercy Park - Murray Hill,,,17.61,10010,Manhattan
Fine particles (PM 2.5),mcg/m3,Gramercy Park - Murray Hill,,,11.5,10010,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenwich Village - SoHo,,,11.04,10012,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenwich Village - SoHo,,,12.57,10012,Manhattan
Fine particles (PM 2.5),mcg/m3,Hunts Point - Mott Haven,,,7.159500847,10454,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point - Mott Haven,,,10.35,10454,Bronx
Ozone (O3),ppb,Canarsie - Flatlands,,,30.36,11236,Brooklyn
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,19.05,10463,Bronx
Nitrogen dioxide (NO2),ppb,Downtown - Heights - Slope,,,23.98,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,West Queens,,,22.78,11101,Queens
Nitrogen dioxide (NO2),ppb,Greenpoint,,,14.06871488,,
Nitrogen dioxide (NO2),ppb,West Queens,,,12.76958802,11101,Queens
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,10.63957234,10463,Bronx
Nitrogen dioxide (NO2),ppb,Northeast Bronx,,,20.02,10466,Bronx
Nitrogen dioxide (NO2),ppb,Canarsie - Flatlands,,,24.61,11236,Brooklyn
Nitrogen dioxide (NO2),ppb,Canarsie - Flatlands,,,20.3,11236,Brooklyn
Nitrogen dioxide (NO2),ppb,Hunts Point - Mott Haven,,,26.96,10454,Bronx
Nitrogen dioxide (NO2),ppb,East Flatbush - Flatbush,,,10.18747995,11226,Brooklyn
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,10.64357212,11385,Queens
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,20.99,11385,Queens
Fine particles (PM 2.5),mcg/m3,Canarsie - Flatlands,,,9.12,11236,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,6.12954308,11226,Brooklyn
Fine particles (PM 2.5),mcg/m3,East Flatbush - Flatbush,,,7.87,11226,Brooklyn
Fine particles (PM 2.5),mcg/m3,Canarsie - Flatlands,,,9.83,11236,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bronx,,,7.02,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Bronx,,,9.9,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Canarsie - Flatlands,,,6.15,11236,Brooklyn
Fine particles (PM 2.5),mcg/m3,Elmhurst and Corona (CD4),,,9.15,,
Fine particles (PM 2.5),mcg/m3,Central Harlem - Morningside Heights,,,8.19,,
Fine particles (PM 2.5),mcg/m3,Greenpoint,,,11,,
Fine particles (PM 2.5),mcg/m3,Washington Heights,,,8.17,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Downtown - Heights - Slope,,,10.49,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Downtown - Heights - Slope,,,11.11,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Belmont and East Tremont (CD6),,,11.9,10457,Bronx
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,12.72,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,12.25,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,8.28,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,8.84,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Riverdale and Fieldston (CD8),,,11.29,10471,Bronx
Fine particles (PM 2.5),mcg/m3,Riverdale and Fieldston (CD8),,,11.83,10471,Bronx
Boiler Emissions- Total NOx Emissions,number,Ridgewood - Forest Hills,,,22.5,11385,Queens
Boiler Emissions- Total NOx Emissions,number,Bedford Stuyvesant - Crown Heights,,,31.9,,
Boiler Emissions- Total NOx Emissions,number,Willowbrook,,,2.1,10314,Staten Island
Boiler Emissions- Total PM2.5 Emissions,number,Willowbrook,,,0,10314,Staten Island
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,6.619823381,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,8.86,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,7.082294009,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bedford Stuyvesant - Crown Heights,,,10.35,,
Fine particles (PM 2.5),mcg/m3,Bedford Stuyvesant - Crown Heights,,,6.819560152,,
Fine particles (PM 2.5),mcg/m3,Upper East Side,,,11.83,10028,Manhattan
Fine particles (PM 2.5),mcg/m3,Belmont and East Tremont (CD6),,,9.46,10457,Bronx
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,7.063171222,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,13.89,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,11.68,11215,Brooklyn
Ozone (O3),ppb,Southern SI,,,29.98,10309,Staten Island
Ozone (O3),ppb,Southern SI,,,28.58,10309,Staten Island
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,24.7,11385,Queens
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,9.4,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,6.716222573,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Stuyvesant Town and Turtle Bay (CD6),,,11.92,10009,Manhattan
Fine particles (PM 2.5),mcg/m3,Stuyvesant Town and Turtle Bay (CD6),,,15.48,10009,Manhattan
Fine particles (PM 2.5),mcg/m3,Stuyvesant Town and Turtle Bay (CD6),,,12.25,10009,Manhattan
Fine particles (PM 2.5),mcg/m3,Riverdale and Fieldston (CD8),,,10.38,10471,Bronx
Nitrogen dioxide (NO2),ppb,Upper West Side,,,27.08,,
Nitrogen dioxide (NO2),ppb,East New York,,,20.67,11207,Brooklyn
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,11.43810998,,
Nitrogen dioxide (NO2),ppb,Fordham - Bronx Pk,,,21.01,10458,Bronx
Nitrogen dioxide (NO2),ppb,Rockaways,,,7.81,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,6.73,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,5.96,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,21.08,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,15.89,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,13.77,11691,Queens
Nitrogen dioxide (NO2),ppb,High Bridge - Morrisania,,,28.03,10452,Bronx
Nitrogen dioxide (NO2),ppb,High Bridge - Morrisania,,,26.85,10452,Bronx
Nitrogen dioxide (NO2),ppb,High Bridge - Morrisania,,,24.23,10452,Bronx
